Marca,Modelo,Ano,Motor,Transmision,Parte,Clima,Alto,Ancho,Observaciones
AUDI,A4,2009,V6 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A4,2009,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2009,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2010,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2010,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2011,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2011,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2012,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2012,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2013,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2013,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2014,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2014,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2015,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2015,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2015,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2015,V6 3.2,Automática,60318,Con clima,28 3/8,18 11/16,
AUDI,A4,2016,"L4 1.8, 2.0",Automática,60321,Con clima,28 3/8,18 11/16,
AUDI,A4,2017,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
AUDI,A4,2018,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
AUDI,A4,2019,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
AUDI,A4,2020,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
,,,,,,,,,
AUDI,A5,2008,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2009,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2009,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2010,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2010,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2011,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2011,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2012,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2012,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2013,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2013,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2014,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2014,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2015,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2015,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2016,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A5,2016,V6 3.2,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A5,2017,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A4,2018,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
AUDI,A4,2019,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
,,,,,,,,,
AUDI,A6,1998,V6 2.8,Automática,432554,Con clima,24 7/8,15 11/16,
AUDI,A6,1999,V6 2.8,Automática,432554,Con clima,24 7/8,15 11/16,
AUDI,A6,2000,V6 2.8,Automática,432554,Con clima,24 7/8,15 11/16,
AUDI,A6,2001,V6 2.8,Automática,432554,Con clima,24 7/8,15 11/16,
AUDI,A6,2002,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2003,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2004,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2005,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2006,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2007,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2008,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2009,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2010,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2011,V6 3.0 3.2,Automática,433659,Con clima,24 7/8,17 5/8,
AUDI,A6,2012,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2012,V6 2.8 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A6,2013,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2013,V6 2.8 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A6,2014,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2014,V6 2.8 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A6,2015,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2015,V6 2.8 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A6,2016,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2016,V6 2.8 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A6,2017,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2018,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2019,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,A6,2020,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
,,,,,,,,,
AUDI,A7,2012,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A7,2013,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A7,2014,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A7,2015,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A7,2016,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,A7,2017,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
,,,,,,,,,
AUDI,Q3,2015,L4 1.4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q3,2016,L4 1.4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q3,2017,L4 1.4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q3,2018,L4 1.4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q3,2019,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,Q3,2020,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,Q3,2021,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,Q3,2022,L4 2.0,Automática,65302,Con clima,25 5/8,17,
,,,,,,,,,
AUDI,Q5,2011,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2011,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2012,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2012,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2013,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2013,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2014,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2014,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2015,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2015,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2017,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2016,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2017,L4 2.0,Automática,60321,Con clima,28 3/8,18 1/2,
AUDI,Q5,2017,V6 3.0,Automática,60318,Con clima,28 3/8,18 1/2,
AUDI,Q5,2018,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
AUDI,Q5,2019,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
AUDI,Q5,2020,L4 2.0,Automática,606463,Con clima,28 3/8,18 1/2,
,,,,,,,,,
AUDI,Q7,2009,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
AUDI,Q7,2010,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
AUDI,Q7,2011,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
AUDI,Q7,2012,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
AUDI,Q7,2013,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
AUDI,Q7,2014,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
AUDI,Q7,2015,V6 3.0 V8 4.2,Automática,433651,Con clima,27 15/16,22 11/16,
,,,,,,,,,
AUDI,TT,2000,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2001,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2002,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2003,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2004,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2005,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2006,L4 2.0, Automática,M-914,Con clima,25 9/16,16 3/8,
AUDI,TT,2007,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2008,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2009,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2010,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2011,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2011,"L4 1.8, 2.0",Automática,732872,Con clima,25 5/8,16 3/8,QUATTRO
AUDI,TT,2012,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2012,"L4 1.8, 2.0",Automática,732872,Con clima,25 5/8,16 3/8,QUATTRO
AUDI,TT,2013,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2013,"L4 1.8, 2.0",Automática,732872,Con clima,25 5/8,16 3/8,QUATTRO
AUDI,TT,2014,"L4 1.8, 2.0",Automática,434060,Con clima,25 5/8,17 3/4,
AUDI,TT,2014,"L4 1.8, 2.0",Automática,732872,Con clima,25 5/8,16 3/8,QUATTRO
AUDI,TT,2014,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,TT,2015,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,TT,2016,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,TT,2017,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,TT,2018,L4 2.0,Automática,65302,Con clima,25 5/8,17,
AUDI,TT,2019,L4 2.0,Automática,65302,Con clima,25 5/8,17,
,,,,,,,,,
BMW,125I,2009,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,125I,2010,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
,,,,,,,,,
BMW,128i,2008,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,128i,2009,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,128i,2010,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,128i,2011,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
,,,,,,,,,
BMW,130I,2006,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,130I,2007,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,130I,2008,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,130I,2009,L6 3.0,Automática,438456,Con clima,23 5/8,18 1/8,
BMW,130I,2010,L6 3.0,Automática,17117547059,Con clima,23 5/8,13 3/8,TURBO
,,,,,,,,,
BMW,220I,2014,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,220I,2015,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,220I,2016,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,220I,2017,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
,,,,,,,,,
BMW,228I,2014,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,228I,2015,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,228I,2016,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
,,,,,,,,,
BMW,235I,2014,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,235I,2015,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
BMW,235I,2016,L4 2.0,Automática,60817,Con clima,23 5/8,13 1/4,
,,,,,,,,,
BMW,318I,1991,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1992,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1993,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1994,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1995,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1996,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1997,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1998,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
BMW,318I,1999,"L4 1.8, 1.9",AUT,432610,Con clima,17 5/16,17 1/16,
,,,,,,,,,
BMW,320I,2001,L6 2.5,Automática,432528,Con clima,22 7/8,17 1/4,
BMW,320I,2002,L6 2.5,Automática,432528,Con clima,22 7/8,17 1/4,
BMW,320I,2003,L6 2.5,Automática,432528,Con clima,22 7/8,17 1/4,
BMW,320I,2004,L6 2.5,Automática,432528,Con clima,22 7/8,17 1/4,
BMW,320I,2005,L6 2.5,Automática,432528,Con clima,22 7/8,17 1/4,
,,,,,,,,,
